250,1,1.52941176470588
500,1,2.37254901960784
800,1,3.52941176470588
1000,1,3.6078431372549
1500,1,4
2000,1,4.25490196078431
250,2,1.03921568627451
500,2,1.54901960784314
800,2,2.41176470588235
1000,2,3.23529411764706
1500,2,4.01960784313725
2000,2,4.41176470588235
250,3,1.03921568627451
500,3,1.15686274509804
800,3,1.58823529411765
1000,3,1.98039215686275
1500,3,3.25490196078431
2000,3,3.92156862745098
